Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings
I,0.525,0.38,small,0.615,0.261,0.159,0.175,8
M,0.62,0.465,large,1.274,0.579,0.3065,0.32,12
M,0.64,0.5,large,1.273,0.5065,0.2925,0.405,13
M,0.615,0.455,medium,0.9335,0.382,0.247,0.2615,10
M,0.66,0.535,large,1.5905,0.6425,0.297,0.5175,9
I,0.35,0.235,tiny,0.17,0.0725,0.0465,0.0495,7
M,0.625,0.48,large,,0.6709999999999999,0.268,0.3385,10
I,0.35,0.26,tiny,0.1765,0.07200000000000001,0.0355,0.0575,7
M,0.35,0.265,tiny,0.19699999999999998,0.073,0.0365,0.077,7
I,0.35,0.265,tiny,0.1735,0.0775,0.034,0.055999999999999994,6
I,0.485,0.365,small,,0.163,0.0965,0.151,8
F,0.575,0.45,tiny,0.9315,0.431,0.222,0.235,12
M,0.625,0.52,large,1.4105,0.691,0.322,0.3465,10
M,0.47,0.37,small,0.5795,0.293,0.22699999999999998,0.14,9
M,0.64,0.53,medium,1.1895,0.4765,0.3,0.35,11
M,0.45,0.33,tiny,0.4955,0.2575,0.08199999999999999,0.129,8
M,0.62,0.47,small,1.0195,0.5315,0.2005,0.2475,8
M,0.55,0.45,large,0.81,0.317,0.157,0.22,11
M,0.61,0.49,medium,,0.465,0.228,0.341,10
I,0.46,0.37,tiny,0.3965,0.1485,0.0855,0.1455,8
F,0.6,0.475,large,1.1805,0.4345,0.2475,0.425,19
F,0.74,0.565,large,2.119,0.9655,0.5185,0.48200000000000004,12
F,0.56,0.44,small,0.8025,0.35,0.1615,0.259,9
I,0.55,0.405,medium,0.6755,0.3015,0.1465,0.21,10
F,0.61,0.47,large,1.2735,0.469,0.3315,0.39799999999999996,12
F,0.45,0.355,tiny,0.5225,0.237,0.1165,0.145,8
M,0.29,0.225,tiny,0.1295,0.0535,0.026000000000000002,0.045,10
F,0.635,0.5,large,1.4769999999999999,0.684,0.3005,0.39,12
I,0.375,0.28,tiny,0.215,0.084,0.06,0.055,6
F,0.74,0.575,large,2.012,0.8915,0.5265,0.47100000000000003,12
I,0.56,0.42,small,0.8370000000000001,0.414,0.214,0.2,8
F,0.44,0.34,tiny,0.364,0.14800000000000002,0.0805,0.1175,8
F,0.665,0.525,large,1.5785,0.6779999999999999,0.22899999999999998,0.456,14
M,0.505,0.44,small,0.8275,0.3415,0.1855,0.239,8
I,0.575,0.455,large,0.8525,0.3015,0.1825,0.3,13
I,0.435,0.33,tiny,0.38,0.1515,0.0945,0.11,7
F,0.605,0.47,medium,1.1775,0.611,0.2275,0.292,9
I,0.51,0.385,medium,0.7665,0.3985,0.14,0.1805,8
F,0.6,0.485,medium,1.1405,0.5870000000000001,0.2175,0.28800000000000003,9
F,0.53,0.395,medium,0.775,0.308,0.16899999999999998,0.255,7
F,0.55,0.435,small,0.745,0.34700000000000003,0.174,0.2265,9
I,0.48,0.37,small,0.474,0.179,0.1035,0.175,9
I,0.24,0.175,tiny,0.0705,0.025,0.013999999999999999,0.021,5
M,0.57,0.44,large,0.9415,0.3805,0.2285,0.28300000000000003,9
I,0.375,0.29,tiny,0.2385,0.11800000000000001,0.045,0.0695,7
M,0.685,0.55,large,1.885,0.89,0.41,0.4895,10
F,0.59,0.485,large,1.2315,0.4525,0.23800000000000002,0.42,13
M,0.28,0.21,tiny,,0.035,0.02,0.03,5
I,0.205,0.15,tiny,0.042,0.0255,0.015,0.012,5
M,0.58,0.455,small,0.7955,0.405,0.16699999999999998,0.204,10
F,0.565,0.4,small,0.6975,0.3075,0.1665,0.18,8
F,0.78,0.63,large,2.657,1.4880000000000002,0.4985,0.586,11
F,0.625,0.49,large,1.2329999999999999,0.5565,0.247,0.365,11
F,0.445,0.355,medium,0.485,0.18100000000000002,0.125,0.155,11
I,0.24,0.17,tiny,0.0545,0.0205,0.016,0.0155,5
M,0.635,0.49,medium,,0.534,0.1865,0.3455,10
M,0.525,0.405,medium,,0.316,0.1455,0.28,13
F,0.46,0.355,small,0.517,0.2205,0.114,0.165,9
M,0.615,0.525,medium,1.1375,0.36700000000000005,0.23600000000000002,0.37,20
I,0.495,0.37,small,0.4775,0.185,0.0705,0.16899999999999998,18
I,0.515,0.385,small,0.5720000000000001,0.237,0.1435,0.165,7
F,0.45,0.36,small,0.4995,0.2035,0.1,0.17,13
I,0.375,0.275,tiny,,0.1165,0.042,0.065,6
F,0.425,0.335,tiny,0.322,0.1205,0.061,0.125,10
M,0.615,0.475,medium,1.0735,0.4375,0.2585,0.31,11
I,0.465,0.345,tiny,0.39299999999999996,0.1825,0.0735,0.12,8
M,0.575,0.45,medium,0.955,0.44,0.1685,0.27,16
F,0.72,0.565,large,1.719,0.8465,0.40700000000000003,0.3875,11
I,0.36,0.27,tiny,0.196,0.0875,0.035,0.064,4
M,0.695,0.525,large,1.742,0.696,0.389,0.505,12
I,0.275,0.195,tiny,0.106,0.054000000000000006,0.02,0.027999999999999997,6
I,0.385,0.29,tiny,0.2505,0.11199999999999999,0.061,0.08,8
F,0.61,0.495,large,,0.53,0.315,0.3455,10
M,0.55,0.405,small,,0.244,0.1635,0.255,10
M,0.58,0.455,large,0.93,0.408,0.259,0.22,9
I,0.555,0.425,medium,0.7905,0.3485,0.1765,0.225,9
I,0.575,0.455,medium,0.9895,0.495,0.195,0.24600000000000002,9
F,0.53,0.435,large,0.8155,0.2985,0.155,0.275,13
I,0.485,0.375,small,0.521,0.2,0.12300000000000001,0.17,8
F,0.71,0.555,large,1.47,0.5375,0.38,0.431,12
I,0.575,0.455,medium,0.8725,0.349,0.2095,0.285,8
I,0.31,0.225,tiny,0.1055,0.435,0.015,0.04,5
M,0.235,0.16,tiny,0.0545,0.0265,0.0095,0.015,4
F,0.595,0.465,medium,1.1005,0.5415,0.166,0.265,8
F,0.545,0.43,medium,0.802,0.2935,0.183,0.28,11
I,0.24,0.185,tiny,0.0715,0.026000000000000002,0.018000000000000002,0.025,6
I,0.415,0.325,tiny,0.316,0.1385,0.0795,0.0925,8
M,0.48,0.37,small,,0.3445,0.1015,0.161,7
M,0.63,0.505,large,1.0915,0.4615,0.266,0.3,9
I,0.535,0.39,small,0.599,0.2595,0.149,0.16899999999999998,9
M,0.62,0.485,medium,1.0490000000000002,0.462,0.231,0.25,10
I,0.275,0.205,tiny,0.1055,0.495,0.019,0.0315,5
M,0.685,0.505,large,1.5330000000000001,0.667,0.4055,0.41,10
I,0.47,0.365,tiny,0.41100000000000003,0.175,0.0855,0.135,8
I,0.165,0.11,tiny,0.019,0.0065,0.0025,0.005,4
M,0.625,0.495,large,1.2935,0.5805,0.317,0.355,9
F,0.51,0.4,small,0.5735,0.21899999999999997,0.1365,0.195,13
M,0.63,0.495,large,1.31,0.495,0.295,0.4695,10
I,0.44,0.345,small,0.48700000000000004,0.1965,0.10800000000000001,0.16,14
F,0.63,0.5,medium,1.22,0.4905,0.3,0.345,14
I,0.435,0.34,small,0.396,0.1775,0.081,0.125,8
M,0.65,0.51,medium,1.3835,0.6385,0.2905,0.3665,9
F,0.605,0.48,small,0.991,0.4735,0.2345,0.24,8
I,0.335,0.25,tiny,,0.0945,0.038,0.0445,7
M,0.58,0.46,small,,0.35700000000000004,0.18100000000000002,0.29,13
F,0.6,0.5,medium,,0.6235,0.2835,0.35,8
M,0.47,0.39,medium,,0.2185,0.0885,0.255,9
F,0.565,0.445,small,0.8305,0.3135,0.1785,0.23,11
M,0.65,0.515,large,1.4805,0.5295,0.272,0.525,20
I,0.435,0.33,small,0.406,0.1685,0.1055,0.096,12
F,0.69,0.53,large,1.5535,0.7945,0.3485,0.3695,9
M,0.45,0.325,tiny,0.4305,0.2235,0.0785,0.1155,8
F,0.575,0.45,small,0.9585,0.447,0.16899999999999998,0.275,12
F,0.455,0.365,tiny,0.4305,0.184,0.10800000000000001,0.1245,8
I,0.44,0.34,small,,0.1735,0.0875,0.2,13
M,0.555,0.43,medium,0.7575,0.2735,0.1635,0.275,13
M,0.64,0.575,large,1.4585,0.625,0.266,0.4395,11
M,0.47,0.38,medium,0.5865,0.2385,0.14400000000000002,0.185,8
M,0.575,0.45,medium,0.9215,0.3275,0.225,0.256,12
M,0.55,0.43,medium,0.9295,0.317,0.1735,0.355,13
M,0.5,0.385,small,0.6335,0.2305,0.125,0.235,14
F,0.565,0.455,small,1.058,0.439,0.2645,0.3,10
M,0.6,0.465,medium,1.0165,0.512,0.2465,0.225,10
M,0.695,0.55,large,2.173,1.133,0.4665,0.496,10
I,0.275,0.2,tiny,0.086,0.0305,0.019,0.03,7
M,0.51,0.4,small,0.6435,0.27,0.1665,0.205,12
M,0.48,0.395,medium,0.6815,0.2145,0.1405,0.2495,18
M,0.5,0.375,medium,0.6215,0.27399999999999997,0.166,0.1485,7
I,0.34,0.25,tiny,0.179,0.0775,0.033,0.055,6
I,0.285,0.205,tiny,0.106,0.039,0.0285,0.034,5
I,0.52,0.41,small,0.5995,0.242,0.1375,0.182,11
F,0.68,0.58,large,1.787,0.585,0.45299999999999996,0.6,19
I,0.21,0.15,tiny,0.0465,0.017,0.012,0.015,5
M,0.66,0.545,large,1.32,0.5305,0.2635,0.455,16
F,0.65,0.51,large,1.375,0.531,0.384,0.3985,10
I,0.43,0.315,tiny,,0.175,0.08,0.1045,8
F,0.635,0.495,large,1.5959999999999999,0.617,0.317,0.37,11
M,0.695,0.53,large,1.51,0.664,0.4095,0.385,10
F,0.53,0.425,small,0.7170000000000001,0.2115,0.166,0.255,13
M,0.6,0.51,large,1.285,0.6095,0.2745,0.315,9
M,0.485,0.385,small,0.4775,0.2,0.0785,0.17,12
M,0.655,0.59,large,1.5455,0.654,0.3765,0.415,11
M,0.68,0.54,large,1.6230000000000002,0.7165,0.354,0.4715,12
F,0.675,0.525,large,1.8095,0.784,0.391,0.455,12
F,0.5,0.385,small,,0.2625,0.095,0.27,13
M,0.515,0.39,small,0.6125,0.302,0.1365,0.1415,8
M,0.645,0.505,medium,1.1605,0.519,0.2615,0.335,10
F,0.62,0.475,medium,1.3245,0.6865,0.233,0.3275,9
I,0.555,0.43,small,0.7005,0.3395,0.1355,0.2095,8
I,0.5,0.395,medium,0.7865,0.332,0.1815,0.2455,8
M,0.56,0.45,large,1.07,0.3805,0.175,0.41,19
M,0.58,0.44,large,1.2255,0.5405,0.2705,0.3265,10
F,0.645,0.525,large,1.37,0.6135,0.28300000000000003,0.34,10
F,0.615,0.525,medium,1.0385,0.42700000000000005,0.2315,0.345,11
I,0.5,0.39,small,,0.2115,0.10400000000000001,0.1755,9
I,0.52,0.395,tiny,,0.3155,0.1245,0.18600000000000003,11
M,0.595,0.5,medium,1.06,0.402,0.28,0.275,11
I,0.18,0.13,tiny,0.0275,0.0125,0.01,0.009000000000000001,3
M,0.575,0.47,medium,0.853,0.292,0.179,0.35,16
F,0.635,0.505,large,1.415,0.605,0.297,0.365,15
F,0.49,0.385,medium,0.6559999999999999,0.2455,0.171,0.205,9
F,0.63,0.49,large,1.3359999999999999,0.6805,0.259,0.3245,10
M,0.585,0.475,small,0.945,0.41,0.2115,0.28,14
M,0.555,0.44,small,0.8705,0.40700000000000003,0.156,0.255,9
F,0.545,0.4,small,0.778,0.368,0.215,0.18,9
M,0.55,0.43,small,0.8395,0.3155,0.1955,0.2405,10
I,0.595,0.475,medium,0.9840000000000001,0.4865,0.184,0.2755,10
I,0.6,0.48,large,0.9175,0.38,0.2225,0.29,8
I,0.515,0.395,small,,0.2365,0.1075,0.19,9
M,0.525,0.425,small,0.8665,0.2825,0.17600000000000002,0.29,18
F,0.535,0.445,small,0.8725,0.41700000000000004,0.19899999999999998,0.24,8
M,0.67,0.54,large,1.482,0.7390000000000001,0.2925,0.365,10
F,0.71,0.56,large,1.652,0.735,0.381,0.4525,11
I,0.35,0.26,tiny,0.18,0.09,0.0245,0.055,5
F,0.595,0.47,large,1.2830000000000001,0.462,0.2475,0.445,14
I,0.435,0.33,tiny,0.335,0.156,0.0555,0.105,8
M,0.545,0.45,medium,0.8615,0.2925,0.1545,0.365,16
M,0.565,0.415,small,,0.302,0.1545,0.185,7
M,0.58,0.455,large,1.859,0.945,0.426,0.441,9
I,0.48,0.35,tiny,0.635,0.35200000000000004,0.127,0.135,6
M,0.495,0.395,small,0.5415,0.2375,0.1345,0.155,9
M,0.47,0.36,tiny,0.544,0.27,0.1395,0.129,7
F,0.585,0.465,medium,0.9355,0.4035,0.2275,0.259,9
I,0.365,0.27,tiny,,0.095,0.0445,0.07,6
M,0.635,0.515,medium,1.229,0.5055,0.2975,0.3535,10
F,0.71,0.565,large,1.7265,0.638,0.3365,0.565,17
M,0.58,0.46,medium,1.063,0.513,0.2705,0.2625,9
F,0.325,0.26,tiny,0.1915,0.085,0.036000000000000004,0.062,7
M,0.5,0.385,small,,0.3195,0.129,0.1535,7
I,0.46,0.365,tiny,,0.1755,0.102,0.15,8
I,0.455,0.34,tiny,0.486,0.261,0.0655,0.1315,8
F,0.58,0.46,large,1.0515,0.4095,0.2595,0.276,8
I,0.22,0.165,tiny,0.0545,0.0215,0.012,0.02,5
M,0.65,0.52,large,1.3445,0.519,0.306,0.4465,16
I,0.41,0.325,tiny,0.361,0.1605,0.0665,0.10300000000000001,8
M,0.695,0.57,large,1.885,0.8665,0.435,0.5,19
I,0.415,0.325,tiny,0.3285,0.1405,0.051,0.106,12
I,0.365,0.27,tiny,0.196,0.0825,0.0375,0.06,7
F,0.62,0.5,large,,0.4895,0.24,0.34299999999999997,11
M,0.59,0.47,medium,1.1735,0.6245,0.233,0.2595,9
I,0.45,0.365,small,0.462,0.2135,0.0985,0.1315,8
I,0.3,0.225,tiny,0.1345,0.057,0.027999999999999997,0.044000000000000004,5
I,0.415,0.325,tiny,0.313,0.139,0.0625,0.0965,7
I,0.52,0.38,small,0.5545,0.28800000000000003,0.1295,0.16699999999999998,8
M,0.555,0.41,small,0.599,0.2345,0.1465,0.19399999999999998,8
I,0.465,0.365,tiny,0.467,0.2315,0.0925,0.113,7
F,0.655,0.51,medium,1.2895,0.5345,0.2855,0.41,11
M,0.59,0.485,medium,1.0785,0.4535,0.2435,0.31,9
F,0.645,0.51,large,1.3630000000000002,0.573,0.36200000000000004,0.36,10
F,0.49,0.37,tiny,0.541,0.171,0.1175,0.185,11
F,0.59,0.465,medium,1.1005,0.506,0.2525,0.295,13
I,0.395,0.295,tiny,0.2715,0.134,0.0325,0.085,10
F,0.53,0.41,small,0.6965,0.302,0.1935,0.2,10
I,0.535,0.455,small,1.0015,0.53,0.1765,0.244,9
M,0.425,0.325,tiny,0.3785,0.1705,0.08,0.1,7
F,0.505,0.385,tiny,,0.243,0.1075,0.21,11
F,0.625,0.5,medium,0.953,0.3445,0.2235,0.305,15
I,0.55,0.415,medium,,0.3535,0.17600000000000002,0.23600000000000002,10
I,0.435,0.325,tiny,,0.1335,0.0835,0.105,6
M,0.6,0.47,medium,,0.4375,0.196,0.325,20
I,0.495,0.385,small,,0.2075,0.1155,0.172,10
M,0.57,0.445,small,1.0635,0.5265,0.2195,0.24,8
I,0.315,0.245,tiny,,0.053,0.0475,0.05,8
I,0.21,0.15,tiny,0.0455,0.02,0.0065,0.013000000000000001,4
M,0.67,0.535,large,,0.7465,0.2935,0.508,11
F,0.4,0.305,medium,0.368,0.17300000000000001,0.0705,0.105,7
I,0.565,0.44,large,0.8735,0.414,0.21,0.21,11
I,0.325,0.24,tiny,0.1525,0.07200000000000001,0.0645,0.043,6
M,0.525,0.425,large,0.872,0.4625,0.1725,0.19899999999999998,9
M,0.62,0.475,large,1.325,0.6045,0.325,0.33,13
F,0.6,0.465,medium,0.8875,0.309,0.24600000000000002,0.262,12
F,0.66,0.515,large,,0.615,0.3125,0.3575,10
I,0.585,0.42,medium,0.6735,0.2895,0.1345,0.22,9
M,0.505,0.4,small,0.764,0.3035,0.18899999999999997,0.2175,11
M,0.55,0.425,medium,0.9175,0.2775,0.243,0.335,13
M,0.72,0.575,large,2.2695,0.8835,0.3985,0.665,16
F,0.675,0.55,large,1.551,0.7105,0.3685,0.41200000000000003,13
F,0.725,0.56,large,1.7919999999999998,0.873,0.36700000000000005,0.435,11
F,0.605,0.48,medium,1.079,0.4505,0.2835,0.293,10
M,0.4,0.29,tiny,0.2795,0.1115,0.0575,0.075,9
I,0.345,0.265,tiny,,0.111,0.0535,0.065,7
I,0.43,0.32,tiny,0.3675,0.1675,0.102,0.105,8
I,0.52,0.395,small,0.633,0.2985,0.1295,0.175,9
I,0.365,0.27,tiny,0.2225,0.0935,0.0525,0.066,7
I,0.525,0.385,small,0.607,0.2355,0.125,0.195,8
I,0.43,0.35,tiny,0.366,0.1705,0.0855,0.11,6
M,0.555,0.44,medium,1.092,0.41600000000000004,0.212,0.4405,15
F,0.575,0.45,small,0.8285,0.36200000000000004,0.1655,0.23600000000000002,10
M,0.505,0.385,tiny,0.655,0.3185,0.15,0.185,9
I,0.52,0.38,tiny,0.6645,0.3285,0.17,0.1425,7
F,0.695,0.565,large,1.7635,0.7465,0.39899999999999997,0.4975,11
I,0.57,0.45,medium,0.7509999999999999,0.2825,0.2195,0.2215,10
F,0.61,0.48,large,1.2955,0.5215,0.3225,0.365,12
M,0.56,0.45,medium,0.894,0.3885,0.2095,0.264,9
M,0.56,0.445,medium,,0.42,0.2175,0.2215,8
M,0.49,0.39,small,0.5920000000000001,0.242,0.096,0.1835,15
F,0.625,0.485,large,,0.6765,0.2615,0.3705,10
F,0.605,0.5,large,1.1185,0.469,0.2585,0.335,9
F,0.62,0.5,large,1.146,0.47700000000000004,0.23,0.39,13
F,0.625,0.47,large,1.255,0.525,0.2415,0.405,10
M,0.62,0.485,medium,1.003,0.4655,0.2195,0.28,11
M,0.565,0.455,medium,0.9355,0.42100000000000004,0.183,0.26,11
F,0.72,0.575,large,2.1505,1.0745,0.382,0.585,10
M,0.6,0.475,large,1.176,0.5255,0.2875,0.308,9
F,0.71,0.57,large,,0.9925,0.4925,0.48,12
M,0.67,0.51,large,1.68,0.9259999999999999,0.2975,0.3935,13
M,0.665,0.525,medium,1.338,0.5515,0.3575,0.35,18
M,0.33,0.25,tiny,,0.085,0.040999999999999995,0.0605,10
I,0.53,0.425,small,,0.419,0.1205,0.21,9
F,0.54,0.42,small,0.805,0.369,0.1725,0.21,11
M,0.53,0.405,medium,0.8315,0.35200000000000004,0.187,0.2525,10
I,0.52,0.39,small,0.7325,0.2415,0.14400000000000002,0.26,19
M,0.665,0.515,large,1.2695,0.5115,0.2675,0.436,12
M,0.57,0.45,medium,1.1935,0.513,0.21,0.34299999999999997,10
F,0.51,0.39,tiny,0.612,0.187,0.15,0.195,13
F,0.615,0.5,medium,1.1765,0.488,0.244,0.345,17
M,0.485,0.39,small,0.599,0.251,0.1345,0.16899999999999998,8
F,0.605,0.485,medium,,0.435,0.209,0.3,19
I,0.515,0.4,small,0.5925,0.265,0.1175,0.168,9
F,0.67,0.535,large,1.597,0.6275,0.35,0.47,21
I,0.3,0.22,tiny,0.1425,0.057,0.0335,0.043,7
I,0.34,0.25,tiny,0.1785,0.0665,0.0455,0.045,5
F,0.615,0.455,small,1.0590000000000002,0.4735,0.263,0.27399999999999997,9
I,0.46,0.36,tiny,0.466,0.2225,0.099,0.11,7
I,0.5,0.375,medium,0.5795,0.239,0.1375,0.185,9
M,0.56,0.45,medium,0.9355,0.425,0.1645,0.2725,11
F,0.615,0.495,medium,1.198,0.5415,0.2865,0.3185,10
F,0.59,0.45,medium,0.9,0.358,0.156,0.315,19
M,0.625,0.5,large,1.0985,0.4645,0.22,0.354,9
M,0.66,0.535,large,1.791,0.733,0.318,0.54,15
I,0.525,0.405,small,0.657,0.2985,0.1505,0.168,10
F,0.43,0.325,small,0.445,0.165,0.0995,0.155,8
F,0.62,0.5,medium,,0.596,0.3135,0.354,10
I,0.66,0.525,large,,0.6025,0.4005,0.42,15
M,0.46,0.375,small,0.5735,0.2505,0.11900000000000001,0.195,9
M,0.41,0.335,tiny,,0.19,0.085,0.135,8
I,0.375,0.285,tiny,0.2545,0.11900000000000001,0.0595,0.0675,6
I,0.52,0.415,small,0.6385,0.2945,0.1405,0.171,8
I,0.525,0.395,small,0.608,0.297,0.1395,0.1405,8
F,0.61,0.45,small,0.8725,0.389,0.1715,0.272,11
M,0.665,0.535,medium,1.383,0.596,0.2565,0.485,14
M,0.535,0.43,medium,0.7845,0.3285,0.16899999999999998,0.245,10
M,0.475,0.37,small,0.649,0.34700000000000003,0.136,0.142,8
F,0.53,0.425,medium,0.8495,0.32799999999999996,0.23199999999999998,0.20199999999999999,8
I,0.42,0.315,tiny,0.3435,0.157,0.0795,0.09,6
I,0.515,0.39,small,0.565,0.235,0.135,0.179,9
M,0.425,0.325,small,0.3755,0.142,0.1065,0.105,9
M,0.6,0.45,medium,0.8665,0.3695,0.1955,0.255,12
I,0.465,0.34,tiny,0.34600000000000003,0.1425,0.073,0.113,11
M,0.7,0.565,large,1.751,0.895,0.3355,0.446,9
M,0.495,0.375,medium,0.976,0.45,0.2285,0.2475,9
F,0.52,0.41,medium,0.7120000000000001,0.2845,0.153,0.225,10
F,0.615,0.48,medium,1.1615,0.513,0.301,0.305,10
F,0.64,0.5,large,1.2645,0.565,0.3375,0.315,9
M,0.625,0.485,medium,1.2135,0.631,0.2235,0.302,9
F,0.645,0.49,large,1.406,0.4265,0.2285,0.51,25
M,0.72,0.57,large,1.8275,0.919,0.366,0.485,10
I,0.47,0.345,tiny,,0.2005,0.10800000000000001,0.166,11
M,0.76,0.605,large,2.173,0.8009999999999999,0.4915,0.6459999999999999,13
M,0.735,0.59,large,2.0869999999999997,0.909,0.474,0.625,12
M,0.505,0.39,small,0.653,0.3315,0.1385,0.16699999999999998,9
F,0.7,0.575,large,1.7365,0.7755,0.3965,0.461,11
F,0.49,0.39,small,0.5785,0.2465,0.12300000000000001,0.2,13
M,0.475,0.37,small,0.655,0.266,0.1725,0.185,10
F,0.65,0.495,large,1.227,0.528,0.258,0.37,11
F,0.29,0.225,tiny,0.14,0.0515,0.0235,0.04,5
I,0.235,0.16,tiny,0.048,0.0185,0.018000000000000002,0.015,5
F,0.54,0.44,small,0.9590000000000001,0.2385,0.221,0.3,17
M,0.535,0.42,small,0.8055,0.301,0.18100000000000002,0.28,14
M,0.695,0.56,large,1.494,0.588,0.3425,0.485,15
I,0.53,0.38,small,0.616,0.292,0.113,0.185,8
I,0.385,0.28,tiny,0.2755,0.1305,0.061,0.0725,8
I,0.425,0.33,tiny,0.3265,0.1315,0.077,0.10300000000000001,6
F,0.59,0.475,medium,1.1015,0.4775,0.2555,0.295,13
M,0.77,0.6,large,2.1945,1.0515,0.48200000000000004,0.584,10
M,0.615,0.48,large,1.1179999999999999,0.446,0.3195,0.3,9
M,0.595,0.45,medium,0.9590000000000001,0.46299999999999997,0.2065,0.2535,10
I,0.375,0.28,tiny,0.2145,0.0855,0.0485,0.07200000000000001,7
F,0.5,0.38,medium,0.655,0.2405,0.14300000000000002,0.205,17
I,0.43,0.325,tiny,0.309,0.11900000000000001,0.08,0.098,6
F,0.655,0.515,large,1.412,0.6195,0.2485,0.49700000000000005,11
I,0.335,0.26,tiny,,0.078,0.024,0.065,11
I,0.245,0.205,tiny,0.0765,0.034,0.013999999999999999,0.0215,4
F,0.63,0.485,large,1.167,0.5479999999999999,0.2485,0.34,10
I,0.41,0.32,tiny,0.2905,0.141,0.063,0.073,5
I,0.41,0.3,tiny,0.304,0.129,0.071,0.0955,8
M,0.7,0.575,large,2.273,1.095,0.418,0.638,12
F,0.625,0.485,medium,,0.591,0.259,0.3485,9
F,0.585,0.475,large,0.8575,0.3465,0.1785,0.275,12
I,0.395,0.32,tiny,0.3075,0.149,0.0535,0.09,8
F,0.59,0.475,medium,0.9715,0.371,0.235,0.28,11
F,0.595,0.495,large,1.3659999999999999,0.5065,0.21899999999999997,0.52,13
M,0.365,0.295,tiny,,0.09699999999999999,0.043,0.1,7
M,0.54,0.42,large,,0.293,0.163,0.38,10
M,0.575,0.445,small,0.737,0.325,0.1405,0.237,10
F,0.585,0.46,medium,1.0035,0.503,0.2105,0.2515,11
M,0.655,0.525,large,1.402,0.624,0.2935,0.365,13
M,0.5,0.405,medium,0.772,0.34600000000000003,0.1535,0.245,12
I,0.355,0.27,tiny,,0.3045,0.046,0.0595,7
M,0.63,0.515,medium,1.016,0.4215,0.244,0.355,19
I,0.41,0.33,tiny,0.335,0.1525,0.07400000000000001,0.11,7
F,0.455,0.375,small,0.45799999999999996,0.1985,0.111,0.12,10
M,0.56,0.42,medium,0.8755,0.44,0.1965,0.2315,8
F,0.35,0.275,tiny,0.205,0.0745,0.0465,0.07,10
I,0.425,0.34,tiny,,0.16399999999999998,0.096,0.1,6
I,0.415,0.315,tiny,0.3625,0.175,0.0835,0.09300000000000001,6
F,0.64,0.5,large,,0.593,0.314,0.431,11
I,0.53,0.4,small,0.617,0.27899999999999997,0.127,0.19,8
I,0.465,0.38,small,0.45399999999999996,0.1895,0.08,0.155,11
F,0.59,0.455,medium,1.063,0.5155,0.2445,0.25,8
M,0.545,0.42,medium,0.778,0.3745,0.1545,0.205,7
M,0.495,0.4,small,0.7775,0.2015,0.18,0.25,15
I,0.395,0.29,tiny,0.319,0.138,0.08,0.08199999999999999,7
M,0.53,0.41,medium,0.732,0.18899999999999997,0.17,0.31,11
I,0.28,0.21,tiny,0.106,0.0415,0.0265,0.031,5
M,0.615,0.495,large,,0.564,0.22699999999999998,0.3885,10
M,0.445,0.32,small,0.414,0.19899999999999998,0.09,0.11699999999999999,7
M,0.55,0.41,small,0.7605,0.2505,0.1635,0.195,14
I,0.4,0.265,tiny,0.2775,0.1245,0.0605,0.08,9
M,0.545,0.42,small,0.7505,0.2475,0.13,0.255,22
F,0.645,0.5,large,1.626,0.5870000000000001,0.4055,0.41,15
M,0.61,0.485,large,1.2445,0.544,0.297,0.345,12
I,0.31,0.225,tiny,0.1445,0.0675,0.0385,0.045,6
M,0.255,0.18,tiny,,0.034,0.013999999999999999,0.025,5
F,0.665,0.5,large,1.742,0.595,0.3025,0.725,21
M,0.61,0.5,medium,1.2715,0.4915,0.185,0.49,12
F,0.63,0.475,large,1.423,0.4155,0.3385,0.49,14
M,0.605,0.485,large,1.145,0.4325,0.27,0.405,16
M,0.6,0.46,large,1.1805,0.456,0.337,0.32899999999999996,11
I,0.45,0.35,small,0.4775,0.2235,0.08900000000000001,0.11800000000000001,6
I,0.58,0.445,large,,0.3935,0.2165,0.315,20
M,0.59,0.465,small,1.046,0.4695,0.263,0.263,7
F,0.47,0.375,tiny,0.513,0.23199999999999998,0.142,0.13,11
M,0.44,0.375,small,0.48700000000000004,0.226,0.0965,0.155,9
M,0.495,0.39,medium,0.853,0.3285,0.18899999999999997,0.27,14
M,0.69,0.55,large,1.8465,0.732,0.47200000000000003,0.57,19
M,0.655,0.505,medium,1.27,0.6035,0.262,0.335,10
M,0.35,0.265,tiny,0.2255,0.0995,0.0485,0.07,7
M,0.615,0.475,large,1.103,0.4635,0.3095,0.2725,10
M,0.535,0.42,medium,,0.348,0.1515,0.2185,10
I,0.47,0.375,small,0.48700000000000004,0.196,0.099,0.135,8
M,0.57,0.44,medium,0.8815,0.3605,0.1955,0.2735,10
I,0.53,0.415,tiny,0.5745,0.2525,0.1235,0.18899999999999997,9
M,0.405,0.305,tiny,0.2605,0.1145,0.0595,0.085,8
F,0.67,0.55,large,1.3905,0.5425,0.3035,0.4,12
F,0.68,0.56,large,1.7775,0.861,0.322,0.415,11
I,0.5,0.38,small,0.5285,0.226,0.12300000000000001,0.209,8
F,0.625,0.475,small,0.8595,0.3195,0.1775,0.24,13
M,0.725,0.505,large,1.9780000000000002,1.026,0.4255,0.4505,12
M,0.525,0.415,small,0.7945,0.39399999999999996,0.18899999999999997,0.20199999999999999,7
